country_id;country_name;conflict_id;conflict_name;conflict_type_data_id;conflict_factor_data_id;conflict_intensity_data_id;conflict_subjects;conflict_history;conflict_regulation_practice;circle_coordinates;circle_custom_diameter;circle_conflict_type_data_id;circle_conflict_factors_data_id;circle_conflict_intensity_data_id
99;Индия;27;Кашмирский конфликт (Индия, Пакистан);;;;Индия и союзные силы / Пакистан и союзные силы / Китай;Последствия подготовленного и проведенного властями метрополии раздела территорий между Индией и Пакистаном дали о себе знать сразу после провозглашения независимости в 1947 г., когда конфликт между представителями мусульманского большинства и индуистами в Кашмире привел к кровавой бойне и массовой гибели людей. Мусульманские группировки пытались включить весь штат в состав Пакистана и вовлечь последний в открытое противостояние с Индией. Местные политические элиты во главе с махараджей обратились за помощью к центральному правительству. Это стало прологом к Первой индо-пакистанской войне (1947-48), где кашмирский фактор стал ключевым. Итогом войны стало разделение штата на две примерно равные части между Индией (Джамму и Кашмир) и Пакистаном (Северные территории). В 1947 г. на юге пакистанской территории был провозглашен Азад Кашмир (свободный Кашмир) – самоуправляемая территория, де факто провинция под контролем Пакистана. Два последующих    индо-пакистанских военных конфликта (1965, 1971 гг.) не привели к урегулированию противостояния, по итогам второй войны на территории бывшего Восточного Пакистана было провозглашено образование государства Бангладеш. В 1990-е гг. на территории штата активизировались радикальные группировки исламистов, выступающие за присоединение к Пакистану или за выделение в состав отдельного государства. Каргильская война (1999 г.) на границе штата закончилась победой Индии. Боевики продолжают нападения на ВС Индии и госучреждения на территории штата и за его пределами. Эти действия сводят на нет попытки наладить диалог между двумя государствами по кашмирской проблеме, которые предпринимает нынешний глава правительства Индии Н. Моди.;После длительного периода прямого управления из центра, в штате Джамму и Кашмир прошли выборы в парламент, сформировано правительство. Участие международных организаций в регулировании конфликта, силовые методы;33.98, 76.18;;103;201, 205, 206;303
100;Кокосовые острова;;;;;;;;;;;;;
101;Остров Рождества;;;;;;;;;;;;;
102;Британская территория Индийского океана;;;;;;;;;;;;;
103;Ирландия;;;;;;;;;;;;;
104;Иран;;;;;;;;;;;;;
105;Ирак;;;;;;;;;;;;;
106;Исландия;;;;;;;;;;;;;
107;Израиль;;;;;;;;;;;;;
108;Италия;;;;;;;;;;;;;
109;Ямайка;;;;;;;;;;;;;
110;Джерси;;;;;;;;;;;;;
111;Иордания;;;;;;;;;;;;;
112;Япония;;;;;;;;;;;;;
113;Ледник Сиачен;;;;;;;;;;;;;
114;Казахстан;1;Казахстан;;;;Этнические, территориальные и клановые сообщества и группы интересов / Центральная власть Казахстана;Конфликт начался в 1992 г. после распада СССР и носил многоплановый характер. Из-за проводимой государством политики на протяжении 1990-х – 2000-х гг. происходило «мягкое», но последовательное выдавливание из страны русского населения, что привело к существенному изменению этнического состава Казахстана, доля казахов в общей численности населения достигла примерно 70%. Конфликт между городским и сельским населением приобрел этнополитические черты из-за того, что часть сельского населения считает себя «настоящими казахами» и воспринимает многих представителей городского населения как утративших «казахскую идентичность». Обострение напряженности произошло в 2015-2016 гг. после демонстраций в крупных городах и террористических актов.;Политика множественной идентичности, языковая политика, политика памяти, активная символическая политика. Дотации регионам, участие в ЕАЭС.;48.25, 68.93;;102;204, 206;301
115;Кения;;;;;;;;;;;;;
116;Киргизстан;2;Север - Юг Киргизии;;;;Этнические, клановые и субрегиональные группы интересов / Центральная власть Киргизии;Ошские события (1990 г.) и киргизско-узбекский конфликт на юге Киргизии (2010 г.).;Представительство во власти различных кланов, конструирование объединяющих исторических мифов («родина кочевничества»), символическая политика. Участие в ЕАЭС.;41.46, 74.40;;102;204, 202, 206;305
116;Киргизстан;3;Большинство - меньшинство Киргизии;;;;Киргизское большинство / Узбекское меньшинство (Ош);«Цветные» революции 2005 и 2010 гг., вызванные низким уровнем жизни большинства населения и борьбой за власть между кланами севера и юга Киргизии.;Межэтнический, межконфессиональный диалог не ведется.;42.46, 75.40;;102;204, 202, 206;305
117;Камбоджа;;;;;;;;;;;;;
118;Кирибати;;;;;;;;;;;;;
119;Сент-Китс и Невис;;;;;;;;;;;;;
120;Южная Корея;;;;;;;;;;;;;
121;Косово;;;;;;;;;;;;;
122;Кувейт;;;;;;;;;;;;;
123;Лаосская Народно-Демократическая Республика;;;;;;;;;;;;;
124;Ливан;;;;;;;;;;;;;
125;Либерия;;;;;;;;;;;;;
126;Ливия;32;Гражданская война в Ливии;;;;Вооруженные группировки, представляющие племенные группы / Квазигосударства на территории Ливии / Международных террористические организации (включая ИГИЛ);"Ливия – независимое государство с 1951 г. (территории современной Ливии были под властью Оттоманской империи, затем – Италии (1912), после II Мировой войны – Франции и Великобритании. Объединяет три территории – Триполитанию (север, побережье), Киренаику (восток, нефтеносный регион) и Феццан (зона пустыни внутри страны). В 1969 – 2011 г. режим диктатуры «лидера ливийской революции» М. Каддафи с особой формой правления – Джамахирией, опиравшейся на «революционные комитеты» на местах, в экономике – на доходы от добычи нефти. В начале 2011 г. на волне «арабской весны» начались антиправительственные выступления, поддержанные бомбардировками западных союзников. После убийства Каддафи в октябре 2011 г. вооруженное насилие пошло на спад, страна разделилась на несколько контролируемых разными силами территорий. Новая волна гражданской войны поднялась в 2014 г. В настоящее время Правительство национального единства (во главе с Президентским советом, создано в конце 2015 г.) признано значительной частью международного сообщества. В Триполи также базируется противостоящее ему Правительство национального спасения, альтернативный центр власти базируется в Тобруке на востоке страны. Противостояние вокруг нефтяных ресурсов придает конфликту дополнительную остроту; экономическая и социальная инфраструктура Ливии разрушена.  На севере воюют военизированные исламистские группировки. Важнейшей составляющей конфликта является вовлеченность племенных группировок берберов (которые дискриминировались режимом Каддафи), туарегов (имевшим поддержку режима), тубу.";В конце 2015 г. при поддержке ООН создано временное Правительство национального единства (премьер-министр Ф. Сарадж), располагается на территории военной базы в Триполи. Сосуществует с рядом других самопровозглашенных на территориях бывшей Джамахирии органов власти.;28.95, 17.37;;101;204, 206;303
127;Санкт-Люсия;;;;;;;;;;;;;
128;Лихтенштейн;;;;;;;;;;;;;
129;Шри-Ланка;28;Тамило-сингальский конфликт (Шри Ланка);;;;Официальное сингальское правительство / тамильские организации, в том числе и радикальные и военизированные группировки (повстанческое движение Тигры освобождения Тамил-Илама).;Сингалы и тамилы не являются родственными народами, язык первых относится к индоевропейской семье, вторых -дравидской.  Первые в большинстве своем являются адептами буддизма, а тамилы-индуизма.  В период существования Британской колониальной империи на Цейлоне местное тамильское население за свою лояльность получило непропорционально высокое политическое представительство, которое после обретения Цейлоном независимость, начало сокращаться из-за целенаправленной политики сингальского большинства. Тамильский язык был лишен официального статуса, книги, фильмы на нем запрещены. В 70-е гг. формируется политическое движение тамилов, стремящееся ненасильственными методами добиться независимости от центрального правительства. Однако, категорический отказ центрального правительства идти на уступки и жесткие акции устрашения в отношении дравидского народа, в том числе и регулярные погромы мест компактного проживания, привели к радикализации тамильского движения. Гражданская война формально началась в 1983 г. Тигры Тамил Илама вели ее изначально в формате партизанской войны и терроризма. Конфликт продолжался до 2009 г. с переменными успехами, но попытки вести регулярную войну с центральным правительством привела к разгрому сил группировки и к окончательному поражению сепаратистов.;Жесткое подавление сепаратистского движения и конец вооруженного конфликта (2009 г.). Деятельность Комиссии по обобщению уроков конфликта и примирению при Президенте. Возвращение тамильскому языку официального статуса. Налаживание политического диалога в представительном органе (партия Тамильский национальный альянс).;7.37, 80.76;;103;201, 203, 204, 205, 206;301
130;Лесото;;;;;;;;;;;;;
131;Литва;;;;;;;;;;;;;
132;Люксембург;;;;;;;;;;;;;
133;Латвия;;;;;;;;;;;;;
134;Macao;;;;;;;;;;;;;
135;Сен-Мартен (французская часть);;;;;;;;;;;;;
136;Марокко;30;Западная Сахара;;;;Центральная власть Марокко / Фронт ПОЛИСАРИО (арабо-берберские кочевые племена – сахаруи);"До 1975 г. Западная Сахара была испанской колонией, часть территории отошла Мавритании, южная часть – Марокко. В 1976 г. провозглашена независимость ЗС; в 2005 г. провозглашено создание Сахарской Арабской Демократической Республики, частично признанное (в том числе соседними Мавританией И Алжиром) государство под контролем фронта ПОЛИСАРИО. Марокко не признает САДР, на территории ЗС введены войска, часть территории находится под контролем ПОЛИСАРИО (столица – Тифарити). Новая Конституция, принятая в 2011 г. и значительно расширяющая права регионов, нацелена на экономическую и политическую интеграцию ЗС в состав Марокко. Наличие в ЗС нефтяных месторождений привело к вовлечению в конфликт внешних участников, для которых благоприятным видится отделение региона от Марокко.";"«Марокканская стена», размещение вооруженных сил Королевства Марокко; переговорный процесс заморожен, нет согласия по вопросу о проведении референдума о независимости / автономии территории.";25.52, -13.20;;103;206, 202, 203;302
136;Марокко;31;Марокко;;;;Центральная власть Королевства Марокко / Берберские группировки;Для Марокко характерно наложение диспропорций в региональном развитии на противоречия между различными в лингвистическом, этнокультурном и цивилизационном отношении группами, прежде всего арабами и берберами. Берберы являются автохтонной группой и составляют около 45-60% населения страны, сохраняя свою лингвистическую и культурную идентичность. В годы французского протектората властями проводились политика стимулирования противоречий между этими группами, конфликтов между более обеспеченным городским, преимущественно арабским населением и проживавшими в экономически отсталых районах сельскими жителями – берберами. После перехода к демократическим выборам в стране произошло переосмысление роли берберов в строительстве марроканской государственности, прежде всего благодаря деятельности Берберского культурного движения, что внесло значительный вклад в учет их интересов властями. Шаги по поддержке институализированного берберского движения служат для государства в т.ч. цели защиты от распространения в стране мусульманского фундаментализма. В целом, политика нациестроительства способствовала некоторой этнополитической стабилизации, однако недовольство берберов своим положением остается высоким, и активно идет процесс их радикализации. В октябре 2016 – начале 2017 г. в стране наблюдается резкий рост уровня конфликтности, прежде всего со стороны племен области Риф, призывы к воссозданию Рифской республики (существовала на севере страны в 1920-е гг.), активисты сепаратистского движения были арестованы.;"Расширение роли демократических институтов и процедур; конституционная реформа 2011 г. Содействие возрождению берберской культуры и языка, создание Королевского института берберской культуры (2001), деятельность ассоциаций по защите берберского языка и культуры. Берберский язык (амазиг) получил статус официального (2011).";31.88, -6.74;;101;202, 203;305
137;Монако;;;;;;;;;;;;;
138;Молдавия;7;Гагаузский конфликт;;;;Население Гагаузии / Центральная власть Молдовы;"В августе 1990 г. Гагаузия провозгласила государственную независимость, из Молдовы на подавление движения за независимость были направлены силы добровольцев и милиции. Гражданскую войну удалось предотвратить (при участии сил Советской армии), в течение последующих трех лет Республика Гагаузия существовала в статусе непризнанного государства. Этнотерриториальная автономия гагаузов создана в 1994 г. на основе согласия принять предложенный центральным правительством статус. При этом на референдуме 2014 г. поддержана (практически плебисцитарным голосованием) возможность изменения статуса в случае изменения международно-правового статуса самой Молдовы; против вступления в ЕС высказались на референдуме более 97% избирателей (референдум признан в Молдове незаконным). Требование федерализации Молдовы (на основе объединения трех субъектов, которых представляет Кишинев, Комрат и Тирасполь) и более равномерного перераспределения экономических ресурсов (Гагаузия – беднейший регион страны) остаются в центре политических разногласий. Недовольство вызывает языковая политика Кишинева: так, обострение противостояния в 2011 г. было связано с признанием неудовлетворительными результатов экзамена гагаузских выпускников по молдавскому (румынскому) языку. В результате переговоров был достигнут компромисс, признана необходимость улучшения преподавания молдавского языка; обучение и делопроизводство ведется в основном на русском языке. В основе потенциального роста конфликтности – социально-экономическое неблагополучие региона.";Статус этнотерриторальной автономии Гагауз-Ери (1994), гарантированное представительство гагаузов в парламенте Молдовы, признание официального статуса гагаузского и русского языков наряду с молдавским (румынским).;47.02, 29.49;;102;202;301
139;Мадагаскар;;;;;;;;;;;;;
140;Мальдивы;;;;;;;;;;;;;
141;Мексика;;;;;;;;;;;;;
142;Маршалловы острова;;;;;;;;;;;;;
143;Македония;19;Македоно-албанский конфликт;;;;Македонское большинство / Албанское меньшинство;Во времена СФРЮ в 1968 г. македонские албанцы потребовали создания в составе Югославии албанской республики на основе получившего автономию Косово. Опасаясь роста албанского этнического национализма, македонские власти в 1980-е гг. проводили идеологические кампании против албанских националистов, которые со временем приняли антиалбанский характер. После распада СФРЮ были приняты законы, согласно которым албанцы обрели возможность участвовать в управлении страной (в том числе на высшем уровне) и получать высшее образование на родном языке. Тем не менее, реформы местного самоуправления и автономии, равно как и расширение участия этнических албанцев в руководстве страной, шли медленно и тормозились македонской стороной. Конфликт развернулся и вокруг текста Конституции, в преамбуле которого прописывался характер Македонии как «государства македонского народа» (славян). Радикализация части албанского сообщества и рост сепаратистских настроений привели к трениям, которые в 2001 г. вылились в открытые столкновения. Нарастание противоречий в 2015 г. едва не привели к гражданской войне. Весной 2017 г. в столице Македонии Скопье вновь вспыхнули беспорядки, связанные с выбором спикером парламента этнического албанца.;Политика образования и языка (официальный мультиязыковой университет на территории Македонии, где проживают албанцы, был открыт в 2001 г. как Юго-Восточный Европейский университет). Реформы местного самоуправления и автономии, расширение участия этнических албанцев в руководстве страной.;41.64, 21.80;;102;203, 204, 202;302
144;Мали;;;;;;;;;;;;;
145;Мальта;;;;;;;;;;;;;
146;Мьянма;;;;;;;;;;;;;
147;Черногория;;;;;;;;;;;;;
148;Монголия;;;;;;;;;;;;;
149;Северные Марианские острова;;;;;;;;;;;;;
150;Мозамбик;;;;;;;;;;;;;
151;Мавритания;;;;;;;;;;;;;
152;Монсеррат;;;;;;;;;;;;;
153;Маврикий;;;;;;;;;;;;;
154;Малави;;;;;;;;;;;;;
155;Малайзия;;;;;;;;;;;;;
156;Намибия;;;;;;;;;;;;;
157;Новая Каледония;;;;;;;;;;;;;
158;Нигер;;;;;;;;;;;;;
159;Остров Норфолк;;;;;;;;;;;;;
160;Нигерия;36;Север – Юг Нигерии;;;;Вооруженные группировки северных территорий Нигерии / Южные штаты и правительство Нигерии;Богатая нефтью и самая многонаселенная страна Африки (120 млн чел.), 250 лингвистических групп, 3 основных (хауса, йоруба, игбо). Объединение территорий Севера (мусульмане) и Юга (христиане) под эгидой британской колониальной администрации (1914), которая опиралась на местных правителей. Глубокие размежевания между религиозными общинами поддерживалось территориальными разделами между тремя частями страны, населенных разными племенами (Север, Запад, Восток) в результате административной реформы (1947). Независимость получила в 1960 г. Межрелигиозные противоречия наложились на межэтнические противостояния. Введение законов шариата на Севере привело к исходу христиан из этих районов страны.; Введена система перераспределения доходов от нефтедобычи и добычи полезных ископаемых   между территориями, однако она подвергается жесткой критике.;9.39, 7.74;;103;202, 205;303
161;Никарагуа;;;;;;;;;;;;;
162;Ниуэ;;;;;;;;;;;;;
163;Нидерланды;;;;;;;;;;;;;
164;Норвегия;;;;;;;;;;;;;
165;Непал;;;;;;;;;;;;;
167;Новая Зеландия;;;;;;;;;;;;;
168;Оман;;;;;;;;;;;;;
169;Пакистан;;;;;;;;;;;;;
170;Панама;;;;;;;;;;;;;
171;Питкэрн;;;;;;;;;;;;;
172;Перу;;;;;;;;;;;;;
173;Филиппины;;;;;;;;;;;;;
174;Палау;;;;;;;;;;;;;
175;Папуа - Новая Гвинея;;;;;;;;;;;;;
176;Польша;;;;;;;;;;;;;
177;Пуэрто-Рико;;;;;;;;;;;;;
178;Северная Корея;;;;;;;;;;;;;
179;Португалия;;;;;;;;;;;;;
180;Парагвай;;;;;;;;;;;;;
181;Государство Палестина;;;;;;;;;;;;;
182;Французская Полинезия;;;;;;;;;;;;;
183;Катар;;;;;;;;;;;;;
184;Румыния;22;Трансильвания (Румыния);;;;Румынское большинство / Венгерское меньшинство;Сутью конфликта является столкновение интересов румынского большинства и этнически мобилизованного венгерского меньшинства (сегодня венгры составляют около 20% населения региона), долгое время он носил политико-территориальный характер. В период 1918-1947 гг. статус территории сменился 4 раза, соответственно менялся статус венгров и румын. В первый социалистический период (1947-1965) правительство реализовывало советский принцип права наций на самоопределение. В 1947-1959 гг. в университете г. Клужа – главном интеллектуальном центре Трансильвании – преподавание велось исключительно на венгерском языке. В 1962 Сегедский университет был назван в честь венгерского поэта Йожефа Аттилы. Во второй социалистический период (правление Чаушеску, 1965-1989) политика по отношению к меньшинствам приняла националистический характер (венгры как «румыны венгерского происхождения»). Автономия венгров (секеи) на востоке Трансильвании была ликвидирована. Революция 1989 г. началась именно среди венгерского меньшинства Трансильвании, была создана этническая венгерская партия «Демократический союз венгров Румынии» (1989). Венгерское меньшинство политически разделено на две неравные части – умеренные (большая) и радикалы (меньшая). Первая часть требует национально-культурной автономии (в частности, преобразование Университета в Клуже в венгерский), вторая – признание венгров вторым конституирующим румынское государство народом и выделение отдельного территориального венгерского образования в Трансильвании. В 2009 г. на севере в районе исторического компактного проживания венгров провозглашена не признанная Центром автономия Секуйский край.;"Главными внутренними законами стали Закон о выборах (1992, организация политического представительства для меньшинств) и Закон об образовании (1995, возможность получения ими образования на родном языке), они соотносились с Европейской рамочной конвенцией. В 1996 г. венгры впервые в истории были представлены в румынском парламенте; было начато расширение сети средних школ для детей венгров, создание университетских колледжей с венгерским языком и подготовка новых учебников (в рамках сотрудничества румынского правительства и Всемирного банка). Права меньшинств гарантированы Конституцией. Департамент по межэтническим отношениям – подразделение правительства Румынии (поощрение культурного и информационного пространства на венгерском языке (7 театров, более 20 радиостанций и телепрограмм, более 100 газет и журналов), есть сеть неправительственных организаций по поддержанию венгерской культурной самобытности).";45.93, 24.98;;101;201, 203;301
185;Российская Федерация;;;;;;;;;;;;;
186;Руанда;33;Конфликт хуту и тутси (Руанда, Бурунди, Уганда, ДРК, Танзания);;;;Сообщество хуту / Сообщество тутси;Основные стороны конфликта - тутси, составляющие меньшинство (около 14%), но традиционно доминировавшие в политике и экономике, и хуту (составляющие 85% населения). В период осуществлялась дискриминация хуту по этническому признаку (как более низкорослых). После провозглашения независимости (до 1962 г. Руанда была колонией Бельгии) хуту вытеснили тутси с монопольных позиций в органах власти и управления, начались этнические чистки. Конфликт захватил территорию Бурунди, в него были вовлечены Уганда и Демократическая Республика Конго. В 1994 г. после убийства Президента Руанды эскалация насилия привела к резне, в которой только за сто дней погибли более миллиона человек (тутси и несогласных с насилием хуту). Силы ООН воздержались от прямого участия в урегулировании конфликта. После приход к власти Руандийского патриотического фронта (РПФ, тутси) около 2 млн хуту бежали из страны, многие затем возвратились. После череды провалов мирных соглашений в 2004 г. была принята новая конституция с ориентацией на национальное примирение и строительство единой руандийской нации. Глава государства – Президент П. Кагаме, лидер РПФ, тутси нарастили свое участие в органах власти.;Политика идентичности «одной (руандийской) нации», исключение проблем этничности из политического дискурса и публичного пространства (ликвидация соответствующей графы в паспортах, служивших во время геноцида инструментом выявления «врагов»). Политика памяти, показательные судебные процессы. Успешное экономическое развитие, масштабные международные программы помощи;-3.36, 29.9;;101;202, 204;304
187;Западная Сахара;;;;;;;;;;;;;
188;Саудовская Аравия;;;;;;;;;;;;;
189;Судан;34;Дарфурский Конфликт (Судан);;;;Военные формирования суданской армии и ополчения (Джанджавид) / Повстанческие группировки (множество участников, в тч криминальные группировки);Судан – одна из беднейших стран Африки, В 2003 г. после обнаружения запасов нефти в провинции Дарфур конфликт между повстанцами и правительственными войсками привел к гибели около 300 тыс. мирного населения, около 3 млн стали беженцами (оценки). Это крупнейшая гуманитарная катастрофа XXI века.;"Мирное соглашение (2004) при международном посредничестве. В 2007 г. учреждена специальная миссия ООН (ЮНАМИД); миротворческая миссия Африканского Союза. Соглашения о мирном урегулировании (дорожная карта 2016 г.) между правительством Судана и группировками повстанцев.";14.94, 30.47;;103;204, 202;302
190;Южный Судан;35;Южный Судан;;;;Правительство ЮС  / Повстанческие группировки (множество участников, в т.ч. криминальные группировки);"Гражданская война (три волны с 1955 г. по наст. время) между сообществами северного Судана (арабское население) и Юга (негроидное население); введение на всей территории страны исламских законов способствовало эскалации конфликтности: на юге большинство населения – христиане. В 2011 г. путем отделения южных провинций образовалось государство Южный Судан, в состав которого вошли нефтеносные районы Юга (около ? запасов находится в ЮС, а нефтепроводы проходят по территории Судана). В 2013 г. в ЮС началась гражданская война между сторонниками правительства (при поддержке военных сил Уганды) и бывшего вице-президента. Гибель мирного населения и массовый голод способствовали одностороннему (со стороны правительства) прекращению огня и началу процесса национального примирения. ";После провозглашения по итогам референдума независимого государства Южный Судан (2011) достигнуто соглашение о возобновлении нефтедобычи между С и ЮС. Миротворческая операция ООН в ЮС (с 2013 г.), в 2017 г. – одностороннее прекращение огня со стороны центрального правительства и начало «национального диалога».;7.54, 30.43;;103;205, 204;302
191;Сенегал;;;;;;;;;;;;;
192;Сингапур;;;;;;;;;;;;;
193;Южная Георгия и Южные Сандвичевы острова;;;;;;;;;;;;;
194;Святой Елены, Вознесения и Тристана-да-Куньи;;;;;;;;;;;;;
195;Соломоновы острова;;;;;;;;;;;;;
196;Сьерра-Леоне;;;;;;;;;;;;;
197;Сальвадор;;;;;;;;;;;;;
198;Сан-Марино;;;;;;;;;;;;;
199;Сомалиленд;;;;;;;;;;;;;
200;Сомали;;;;;;;;;;;;;
201;Сен-Пьер и Микелон;;;;;;;;;;;;;
202;Сербия;21;Повинция Косово;;;;Албанцы Косово / Сербия;Истоки современного косовского конфликта - в событиях Второй мировой войны, когда край с большим албанским сообществом был присоединен к оккупированной Италией Албании. После войны, стремясь погасить межэтнический конфликт, лидер Югославии И. Броз-Тито, с одной стороны, запретил изгнанным ранее сербам возвращаться в автономный край Косово, а с другой стороны, подвергал репрессиям подозреваемых в этническом национализме албанцев. На этом фоне в 1968 и 1981 гг. в Косово произошли серьезные межэтнические столкновения. После распада СФРЮ политико-территориальный конфликт с этнорелигиозной окраской шел по нарастающей и вылился в боевые действия между югославской армией и косовскими повстанцами (1998-1999 гг.) После бомбардировок Югославии силами НАТО в 1999 г. Косово фактически отделилось от Югославии. В 2001 г. были выработаны «Конституционные рамки временного самоуправления в Косово». В них были установлены права национальных общин организовывать административные органы для управления своими делами и реализации своей языковой, национальной и культурной самобытности. В 2007 г. появилось Всеобъемлющее предложение по урегулированию статуса Косова (более известное как план Ахтисаари, по имени его автора, бывшего президента Финляндии) с предложениями по децентрализации власти и организации политического представительства меньшинств. Всеобъемлющее предложение во многом определило черты будущей Конституции Косово (с 2008 г. – частично признанное государство).;В Конституции Косово закреплён мультиэтничный статус страны (ст. 3), сербский язык стал вторым государственным, а языки других меньшинств – официально используемыми (ст. 5). Меньшинствам гарантируется поддержание и развитие культурной индивидуальности и идентичности, получение образования на родном языке (ст. 59). Тем не менее, действующие представительские практики не гарантируют меньшинствам реального участия в принятии решений. При наличии у муниципалитетов автономии не прописано разграничение компетенций с центральными органами, равно как и их этническая организация.;42.58, 20.91;;103;201;302
203;Сан-Томе и Принсипи;;;;;;;;;;;;;
204;Суринам;;;;;;;;;;;;;
205;Словакия;;;;;;;;;;;;;
206;Словения;;;;;;;;;;;;;
207;Швеция;;;;;;;;;;;;;
208;Свазиленд;;;;;;;;;;;;;
209;Синт-Маартен (голландская часть);;;;;;;;;;;;;
210;Сейшельские острова;;;;;;;;;;;;;
211;Сирийская Арабская Республика;;;;;;;;;;;;;
212;Острова Теркс и Кайкос;;;;;;;;;;;;;
213;Чад;;;;;;;;;;;;;
214;Того;;;;;;;;;;;;;
215;Таиланд;;;;;;;;;;;;;
216;Таджикистан;;;;;;;;;;;;;
217;Туркменистан;;;;;;;;;;;;;
218;Восточный Тимор;;;;;;;;;;;;;
219;Тонга;;;;;;;;;;;;;
220;Тринидад и Тобаго;;;;;;;;;;;;;
221;Тунис;;;;;;;;;;;;;
222;Турция;24;Курдский (Турция + Сирия, Ирак);;;;Турецкое большинство / Курдское меньшинство;Этнические курды составляют около пятой части населения Турции, курдский язык индоевропейской языковой группы, компактное расселение на юго-востоке и востоке Турции. Историческое наличие значительного нетурецкого меньшинства в восточных регионах Турции, отказ Парижской мирной конференции 1919 г. создать независимый Курдистан в ходе раздела Османской империи по итогам Первой мировой войны, разделение территории компактного проживания курдов между несколькими государствами (в основном Турция, Иран, Ирак, Сирия), острый вооруженный конфликт курдских повстанческих формирований с центральным турецким правительством начиная с середины 1980-х гг. из-за нерешенности вопросов предоставления курдам прав политического и культурного представительства и территориальной автономии (широкий разброс требований – от автономии курдам в составе турецкого государства до требования создания независимого государства Курдистан). В 1984 г. Курдская рабочая партия объявила войну властям Турции, конфликт продолжается, имеет трансграничный характер (Иракский Курдистан, Сирийский Курдистан).;Военные действия на территориях юго-востока Турции, населенных курдами, партизанская война, силовые операции центральной власти против движения за курдскую автономию. Террористические акты курдских боевиков на территории Турции. Курдский язык не признан в качестве официального. С 2009 г. деревням на юго-востоке были возвращены курдские названия, введено факультативное изучение курдского языка в частных школах, открыты кафедры курдского языка в университетах.  ;38.08, 42.51;;103;204, 203, 202, 206;303
223;Тайвань;;;;;;;;;;;;;
224;Танзания;;;;;;;;;;;;;
225;Уганда;;;;;;;;;;;;;
226;Украина;9;Донбасс (Украина);;;;"""Донецкая и Луганская народные республики"" / Центральная власть Украины";Евромайдан (ноябрь 2013 – февраль 2014 гг.) и раскол украинского общества. Активизация силового противостояния властям в центре Киева в январе 2014 г. В ответ – попытка компромисса со стороны властей в форме согласия на формирование коалиционного правительства. Новое обострение в середине февраля 2014 г., массовое кровопролитие в центре Киева. 21 февраля под давлением стран Запада президент Янукович пошёл на уступки и подписал с оппозицией соглашение об урегулировании кризиса на Украине. На следующий день соглашения были сорваны, Янукович покинул Киев. Новая украинская власть получила признание со стороны Евросоюза и США. Государственный переворот в Киеве вызвал ответную реакцию гражданского неповиновения новым властям у жителей Донбасса и ряда других областей Юго-Востока и Юга Украины (блокирование и занятие административных зданий, создание альтернативных органов местной власти, противостояние с правоохранительными органами), вскоре переросшую в вооруженное сопротивление. В.Янукович, так и не отрешенный конституционным образом от власти, написал 1 марта 2014 г. заявление с просьбой о введении войск Российской Федерации на территории Украины. 7 апреля 2014 года были провозглашена Донецкая народная республика (ДНР). 13 апреля на востоке Украины Киев официально инициировал Антитеррористическую операцию (АТО) с привлечением вооружённых сил. Локальные бои и нарушения минских Соглашений вдоль линии соприкосновения продолжаются по сей день.;Четырёхсторонние переговоры по деэскалации конфликта на Украине в апреле 2014 г. в Женеве с участием высших дипломатических представителей Украины, ЕС, США и РФ. Предложения международной группы экспертов «Бойсто» (август 2014 г.). Соглашение «Минск-I» (сентябрь 2014 г.) и «Минск-II» (февраль 2015 г., последовательно прекращение огня, отвод тяжелых вооружений и артиллерии, проведение выборов в соответствии с украинским законодательством, вывод иностранных войск и техники, прекращение экономической блокады региона, разоружение всех незаконных групп, передача границы под контроль Украины после проведения выборов и конституционной реформы, учитывающей особенности самоуправления в отдельных районах Донецкой и Луганской областей). Антироссийские санкции, введенные ЕС, США и рядом других стран и ответные контрсанкции со стороны России.;48.27, 38.75;;102;201, 202;306
227;Уругвай;;;;;;;;;;;;;
228;Соединенные Штаты Америки;;;;;;;;;;;;;
229;Узбекистан;4;Конфликт в Ферганской долине;;;;Этнические и религиозные группы / Центральная власть Узбекистана;Погром узбеками турок-месхетинцев в перенаселенной Ферганской долине, регионе с низким уровнем жизни (1989 г.). Беспорядки в Андижане с участием членов исламской секты Акрамия (2005 г.). Конфликт между узбеками и киргизами в Киргизии (2010 г.).;Подавление клановой системы сильной центральной властью, символическая политика.;40.44, 71.69;;103;204, 202, 205;304
230;Святой Винсент и Гренадины;;;;;;;;;;;;;
231;Венесуэла;;;;;;;;;;;;;
232;Виргинские острова, британские;;;;;;;;;;;;;
233;Виргинские острова, США;;;;;;;;;;;;;
234;Вьетнам;;;;;;;;;;;;;
235;Вануату;;;;;;;;;;;;;
236;Уоллис и Футуна;;;;;;;;;;;;;
237;Самоа;;;;;;;;;;;;;
238;Йемен;;;;;;;;;;;;;
